1.00E+31,1.111
1.01E+30,42.787
1.00E+31,13.169
1.10E+30,1.653
1.01E+30,0.592
1.00E+31,0.968
1.00E+31,4.485
1.01E+31,3.024
1.00E+31,3.226
1.10E+31,26.707
1.10E+30,12.223
1.00E+29,1.496
1.00E+31,6.642
1.10E+31,0.663
1.10E+31,3.957
1.00E+31,36.449
1.10E+31,1.402
1.01E+31,2.516
1.00E+31,0.339
1.01E+29,2.824
1.10E+31,5.131
1.10E+29,5.131
1.01E+29,8.689
1.00E+31,8.151
1.01E+30,46.053
1.10E+31,0.072
1.01E+31,59.792
1.00E+29,1.55
1.00E+31,24.92
1.10E+31,28.08
1.00E+31,0.967
1.10E+30,1.463
1.10E+27,1.731
1.00E+30,28.845
1.10E+29,24.694
1.00E+29,68.243
1.10E+29,0.485
1.01E+31,0.89
1.10E+29,0.89
1.00E+31,1.537
1.11E+29,1.352
1.10E+31,0.058
1.01E+30,3.505
1.10E+30,3.522
1.10E+30,13.223
1.01E+30,1.969
1.10E+31,11.067
1.10E+30,1.568
1.01E+30,2.438
1.01E+30,1.712
1.01E+30,1.574
1.01E+28,19.384
1.10E+31,0.504
1.00E+31,0.504
1.01E+30,0.513
1.00E+30,21.972
1.10E+29,0.128
1.01E+30,3.04
1.10E+31,0.243
1.10E+30,0.02
1.10E+31,1.126
1.00E+29,0.029
1.00E+31,0.03
1.10E+31,1.376
1.10E+31,13.593
1.10E+31,0.106
1.10E+31,0.164
1.10E+31,2.686
1.01E+31,0.419
1.10E+30,0.241
1.01E+31,0.026
1.10E+31,1.918
1.01E+31,3.581
1.00E+30,2.614
1.00E+30,0.076
1.10E+31,0.075
1.10E+30,0.222
1.10E+31,0.471
1.10E+30,0.402
1.10E+31,2.284
1.01E+31,8.81
1.00E+29,1.003
1.10E+30,0.767
1.01E+31,0.244
1.00E+30,4.485
1.10E+31,0.284
1.00E+30,1.706
1.10E+30,0.119
1.10E+31,0.119
1.10E+29,0.774
1.00E+31,1.377
1.00E+30,0.187
1.10E+31,0.071
1.10E+31,7.253
1.00E+30,0.395
1.00E+30,7.527
1.10E+31,7.527
1.00E+30,31.734
1.00E+30,1.887
1.01E+31,0.242
1.00E+30,0.137
1.10E+31,0.047
1.01E+29,4.895
1.10E+30,1.13
1.00E+31,1.296
1.00E+30,0.172
1.00E+30,0.025
1.01E+31,0.392
1.00E+30,0.392
1.00E+30,0.263
1.01E+31,11.217
1.10E+29,0.474
1.10E+29,0.56
1.01E+31,0.56
1.00E+31,1.361
1.00E+30,1.361
1.10E+31,0.15
1.00E+31,6.122
1.10E+31,1.967
1.10E+30,1.967
1.01E+31,2.212
1.00E+31,0.995
1.10E+31,7.145
1.10E+30,33.874
1.00E+25,33.874
1.00E+30,0.678
1.10E+31,2.526
1.00E+30,0.357
1.00E+30,0.357
1.10E+31,0.314
1.10E+30,0.515
1.10E+29,5.329
1.10E+30,0.364
1.10E+30,1.482
1.01E+31,1.228
1.10E+31,0.19
1.10E+31,0.19
1.10E+29,0.505
1.10E+30,1.28
1.10E+30,0.732
1.01E+31,0.732
1.10E+30,6.124
1.00E+30,0.171
1.10E+31,0.077
1.10E+30,0.03
1.10E+31,2.477
1.10E+31,8.61
1.10E+31,0.202
1.10E+31,0.454
1.10E+30,0.077
1.10E+29,1.014
1.00E+31,4.376
1.00E+31,0.265
1.10E+31,0.107
1.10E+30,0.09
1.01E+31,0.121
1.00E+30,2.304
1.00E+31,2.304
1.01E+31,0.229
1.00E+31,4.598
1.10E+31,1.772
1.01E+31,0.568
1.00E+30,0.568
1.10E+31,0.101
1.10E+31,7.439
1.10E+30,0.722
1.10E+31,0.722
1.10E+31,0.265
1.00E+30,0.265
1.01E+31,0.265
1.00E+31,0.265
1.10E+30,0.212
1.10E+31,4.22
1.01E+31,0.747
1.10E+31,0.233
1.01E+31,0.269
1.10E+31,0.106
1.00E+30,1.743
1.10E+30,6.489
1.00E+31,0.068
1.00E+31,0.057
1.01E+31,0.166
1.10E+30,0.166
1.10E+30,0.167
1.10E+29,0.377
1.10E+31,0.118
1.01E+31,0.559
1.10E+30,0.559
1.01E+30,0.559
1.10E+29,0.358
1.00E+30,0.08
1.00E+29,5.15
1.10E+30,5.15
1.10E+31,0.003
1.00E+31,4.218
1.10E+29,0.364
1.00E+29,1.882
1.10E+29,0.575
1.00E+29,19.628
1.01E+31,2.065
1.10E+25,0.044
1.10E+31,0.044
1.01E+31,0.463
1.10E+31,0.199
1.10E+31,0.199
1.10E+29,0.369
1.00E+30,0.01
1.01E+30,0.01
1.10E+31,0.834
1.01E+31,1.97
1.00E+31,0.465
1.10E+31,0.16
1.10E+30,2.582
1.01E+31,2.582
1.10E+30,0.081
1.00E+31,0.6
1.00E+30,0.023
1.01001E+31,0.799
1.011E+30,0.799
1.0111E+31,0.912
1.011E+30,0.912
1.0101E+31,0.512
1.0111E+31,0.397
1.1011E+31,0.315
1E+30,0.315
1.101E+30,11.563
1.101E+30,0.065
1.1E+31,0.187
1.01E+31,3.503
1.10011E+31,1.052
1.101E+30,0.286
1.101E+31,0.526
1.10101E+31,0.952
1.10001E+31,0.321
1.101E+31,1.574
1.00001E+30,5.528
1.101E+29,0.081
1.1011E+31,0.111
1.0001E+30,2.638
1.1001E+29,0.142
1.101E+30,1.747
1.10001E+31,0.043
1.10001E+30,3.324
1.00001E+30,0.06
1.00011E+31,1.035
1.00001E+31,1.274
1.00001E+30,6.479
1.10101E+30,16.139
1.00011E+30,16.139
1.101E+30,14.299
1.00001E+31,1.804
1.00001E+30,0.79
1.00101E+31,1.285
1.01001E+31,0.079
1.101E+29,1.036
1.00101E+30,0.698
1.00101E+30,1.679
1.0001E+31,0.414
1E+30,0.163
1.0001E+30,25.235
1.10011E+27,25.235
1.00001E+31,1.44
1.00001E+30,0.076
1.00001E+30,0.072
1.01E+31,0.516
1.001E+30,0.389
1.01111E+28,0.114
1.01E+31,0.2
1.10001E+31,0.979
1.101E+31,0.19
1.10011E+31,0.648
1.10001E+31,20.865
1.00011E+31,1.521
1.10001E+31,0.026
1.1011E+31,0.056
1.00011E+31,1.266
1.0001E+31,2.497
1.101E+30,0.237
1.10011E+31,1.687
1.101E+31,0.264
1.10011E+31,0.147
1.0001E+30,0.017
1E+31,0.675
1E+31,0.585
1.10011E+31,0.074
1.10011E+31,1.769
1.10001E+31,1.957
1.01111E+28,4.499
1.101E+30,0.354
1.00011E+31,33.445
1E+31,1.014
1.00011E+29,0.394
1.101E+30,2.093
1.00011E+29,2.319
1.101E+29,1.904
1.10011E+31,0.654
1.00001E+31,5.755
1.1E+31,0.194
1.01001E+31,0.194
1.00011E+31,0.695
1.101E+29,4.241
1.01111E+28,0.693
1.10001E+31,1.06
1.101E+30,1.06
1.1011E+31,0.906
1.10001E+31,0.517
1.00011E+29,5.635
1.00001E+31,0.432
1.10011E+29,0.485
1E+31,1.047
1.10011E+29,0.242
1.101E+27,0.943
1.1011E+31,0.997
1.101E+31,0.167
1.0001E+31,0.199
1.10001E+31,2.069
1.101E+30,0.231
1.1E+31,0.288
1.01001E+31,0.859
1.00001E+25,3.383
1.0001E+30,0.034
1.01E+31,1.806
1.0001E+30,0.045
1.00101E+31,3.954
1.00011E+31,0.029
1.0101E+31,0.923
1.10011E+31,0.067
1.0001E+30,0.209
1.0111E+31,0.309
1.10011E+31,2.993
1.00011E+31,2.35
1.00011E+31,0.03
1.10001E+31,0.365
1.1011E+29,0.365
1.101E+30,0.541
1.00001E+30,0.143
1.10011E+31,0.016
1E+30,0.472
1.10011E+31,0.104
1.10001E+31,0.237
1.10001E+31,0.351
1.10011E+31,3.984
1.01011E+31,0.142
1.00001E+31,0.246
1.101E+30,7.748
1.00001E+30,7.748
1.10011E+31,0.752
1.10001E+31,1.123
1.00101E+31,0.126
1.00011E+30,0.233
1.00001E+31,0.968
1.01E+31,0.219
1.00011E+31,0.018
1.101E+31,0.337
1.00001E+31,0.767
1.0001E+30,0.767
1.00001E+31,7.264
1.00001E+30,7.634
1.10001E+31,0.083
1.10001E+31,0.078
1.00011E+31,0.372
1.101E+31,0.415
1.0111E+31,3.584
1.101E+31,1.641
1.101E+30,0.309
1.101E+30,0.109
1E+31,0.253
1.10011E+31,5.728
1.00011E+31,0.724
1.10011E+31,0.108
1E+31,0.538
1.101E+30,1.214
1.0111E+31,2.727
1.10011E+31,0.145
1.101E+31,0.266
1.10101E+30,42.315
1.1011E+31,0.025
1.0001E+30,0.399
1.101E+31,0.618
1.01011E+31,5.962
1.1E+31,7.411
1E+30,0.756
1E+31,8.81
1.0001E+31,0.223
1.10001E+31,0.229
1E+31,0.064
1.10001E+31,0.075
1E+31,0.055
1.1011E+31,1.352
1.00011E+31,0.374
1.10011E+31,10.763
1.01011E+31,0.293
1.001E+30,2.152
1.101E+29,0.267
1.101E+31,0.346
1.10001E+31,8.8
1.01E+31,1.935
1.00011E+31,1.242
1.0001E+31,0.861
1.00001E+25,0.132
1.10011E+31,1.236
1.00011E+31,0.619
1.10011E+31,0.619
1.00011E+29,0.123
1.10011E+31,2.454
1.10011E+31,17.867
1.10011E+31,11.286
1.001E+30,0.2
1.00011E+31,90.298
1.00001E+31,0.347
1.0001E+31,1.226
1.01E+29,1.226
1.00011E+31,1.212
1.1101E+30,0.103
1.00011E+29,13.947
1.111E+30,0.118
1.1001E+30,7.312
1.00111E+31,0.034
1.101E+31,0.05
1.101E+31,0.467
1.1011E+31,1.803
1.01101E+31,0.404
1.0111E+28,9.742
1.1101E+30,1.667
1.111E+30,1.667
1.11101E+29,0.01
1.00111E+31,0.01
1.00111E+31,0.01
1.00011E+31,1.444
1.01001E+31,0.237
1.11011E+30,6.367
1.0011E+31,0.268
1.11001E+30,0.539
1.00001E+25,3.482
1.11E+30,0.026
1.00111E+31,0.495
1.11001E+30,0.534
1.01111E+29,0.972
1.1011E+31,0.075
1.111E+30,0.075
1.101E+31,0.009
1.00111E+31,0.009
1.01111E+29,0.045
1.11101E+29,0.069
1.10111E+31,1.333
1.00111E+31,0.812
1.11011E+29,0.812
1.11011E+29,0.812
1.01111E+29,11.513
1.0011E+31,0.434
1.1111E+30,0.434
1.00111E+31,0.573
1.1001E+30,6.091
1.1001E+30,2.414
1.01E+31,5.78
1.01101E+31,0.877
1.1111E+30,5.458
1.10001E+29,0.581
1.1101E+29,0.581
1.1101E+30,0.148
1.0011E+31,2.035
1.11101E+29,2.035
1E+30,0.214
1.11011E+30,0.073
1.11101E+30,3.655
1.11011E+30,0.2
1.11011E+30,0.54
1.1001E+31,1.532
1.111E+30,0.121
1.00111E+29,0.061
1.00111E+31,0.061
1.01111E+29,0.466
1.101E+31,0.088
1.111E+29,1.504
1.111E+30,2.269
1.111E+30,0.074
1.1001E+31,0.452
1.0001E+31,0.085
1.101E+29,0.061
1.1001E+31,0.433
1.00111E+31,0.433
1.1011E+31,1.076
1.00111E+31,1.076
1.01101E+29,0.734
1.1001E+31,0.072
1.101E+31,0.585
1.01101E+31,10.885
1.0011E+31,0.068
1.111E+30,0.23
1.01111E+29,0.615
1.101E+31,0.412
1.00111E+31,0.412
1.1011E+31,0.807
1.1001E+31,0.12
1.1011E+28,0.12
1.11101E+30,1.418
1.10111E+31,1.836
1.1001E+31,0.595
1.1001E+31,0.481
1.11001E+30,27.806
1.0011E+31,0.446
1.101E+30,2.157
1.101E+30,2.743
1.10111E+31,2.743
1.1001E+30,1.336
1.101E+31,0.062
1.00101E+31,1.085
1.10101E+30,9.656
1.101E+30,0.217
1.1111E+30,0.036
1.111E+29,4.264
1.01E+31,0.144
1.1001E+31,1.272
1.101E+31,0.35
1.1001E+31,0.359
1.1111E+30,1.726
1.1001E+31,1.498
1.11001E+24,3.768
1.11011E+30,0.682
1.00111E+31,0.497
1.0011E+31,0.567
1.01111E+29,0.567
1.10111E+31,1.999
1.11101E+30,2.712
1.00111E+31,2.712
1.0011E+31,0.088
1.1001E+31,1.067
1.1001E+30,1.676
1.11001E+30,1.397
1.0011E+31,0.16
1.00111E+31,1.605
1E+31,1.751
1.01E+30,1.631
1.001E+29,0.828
1.11001E+30,0.392
1.111E+29,0.392
1.00001E+25,17.973
1.0001E+30,0.146
1.00111E+31,0.146
1.01111E+29,0.518
1.001E+29,0.31
1.00111E+31,0.895
1.11001E+30,1.244
1.00111E+31,1.244
1.1011E+31,8.984
1.01101E+29,0.838
1.10101E+31,0.838
1.1001E+31,0.087
1.00111E+31,3.027
1.1101E+30,0.702
1.111E+30,0.702
1.1001E+31,1.292
1.01E+31,0.481
1.11011E+30,0.848
1.11101E+30,1.479
1.01011E+31,10.501
1.01101E+31,0.301
1.11101E+29,1.917
1.1001E+31,0.148
1.1001E+31,0.069
1.11011E+30,0.608
1.11001E+30,0.176
1.11101E+30,0.945
1.1001E+30,0.945
1.101E+31,0.945
1.01E+31,0.224
1.0101E+31,0.236
1.01001E+31,0.962
1.01111E+29,8.345
1.00111E+31,0.156
1.1001E+30,16.687
1.0001E+31,4.945
1.1011E+31,0.003
1.10101E+30,0.003
1.0101E+31,0.058
1.01E+31,0.164
1.00101E+31,0.164
1.0111E+30,0.849
1.00111E+31,0.849
1.10011E+30,0.211
1.01011E+31,0.64
1.1101E+29,0.331
1.1E+31,0.732
1.01101E+30,0.438
1.1E+31,1.659
1.0001E+31,4.639
1.1E+31,1.007
1.011E+30,0.079
1.1E+31,0.394
1.1E+31,0.258
1.1E+31,1.894
1.1E+31,0.421
1.1E+31,0.401
1.10001E+30,7.664
1.1E+31,1.251
1.01E+29,7.156
1.10101E+31,8.29
1.01011E+30,2.829
1.01111E+30,2.185
1.0111E+30,3.111
1.1111E+29,0.63
1.0111E+29,13.099
1.0111E+29,0.187
1.101E+30,2.394
1.0111E+31,4.338
1.0111E+31,0.619
1.0011E+30,16.417
1.01111E+30,1.088
1.0111E+29,1.31
1E+31,0.841
1.00111E+31,0.684
1.01001E+26,1.118
1.01101E+30,2.969
1.0011E+30,2.969
1.01011E+26,2.969
1.0011E+30,2.969
1.1011E+31,0.17
1.0111E+29,0.17
1.10101E+31,7.229
1.0011E+30,4.785
1.1011E+31,0.164
1.01111E+30,1.414
1.0111E+29,22.585
1.01011E+30,22.984
1.01101E+30,0.13
1.01E+31,0.13
1.0111E+31,8.077
1.0111E+29,6.014
1.01111E+30,10.257
1.01E+30,1.17
1.0011E+30,7.481
1.01E+30,3.088
1.0111E+31,0.499
1.0111E+29,0.702
1.0111E+30,54.143
1.101E+29,2.806
1.101E+30,3.978
1.01111E+30,0.223
1.00011E+29,4.429
1.00011E+29,4.426
1.00011E+29,0.562
1.01011E+30,5.052
1.01111E+30,1.973
1.0111E+30,3.503
1.0111E+31,33.898
1.0001E+31,1.057
1.1E+31,0.121
1.101E+29,7.704
1.0011E+30,0.183
1.0111E+30,0.334
1.0111E+29,8.584
1.01E+30,8.584
1.01111E+30,7.361
1.0111E+31,7.361
1.0011E+30,1.189
1.1E+31,20.139
1.1E+31,7.491
1.0111E+31,1.348
1E+31,0.544
1.0111E+30,10.908
1.01111E+30,20.009
1.0111E+29,0.642
1.10011E+31,0.701
1.1E+31,7.146
1.101E+30,7.146
1.101E+29,0.993
1.0011E+30,6.392
1.011E+30,3.574
1.101E+30,2.232
1.1E+31,1.107
1.01111E+30,4.292
1.0001E+29,1.118
1E+31,15.308
1.101E+29,5.233
1.1E+31,0.955
1.1011E+31,15.664
1.01111E+30,51.669
1.0001E+29,51.669
1.1E+31,10.787
1.0111E+29,0.367
1.1E+31,3.495
1.1111E+29,3.495
1.01E+29,1.325
1.0111E+31,1.325
1.1E+31,1.346
1.011E+31,56.339
1.01E+30,0.317
1.0111E+31,1.936
1.00111E+31,2.653
1.1E+31,1.961
1.01E+30,5.323
1.101E+30,0.206
1.0011E+30,41.715
1.01111E+30,0.401
1.1E+31,0.718
1.0111E+31,119.39
1.01111E+31,28.178
1.0011E+30,0.597
1.01111E+31,8.903
1.01111E+30,0.923
1.0111E+29,4.116
1.0111E+29,2.125
1E+31,3.732
1.00011E+29,24.178
1.10101E+31,0.53
1.01E+30,5.588
1.00111E+30,3.192
1.0111E+29,24.532
1.01011E+30,0.208
1.01111E+31,3.084
1.01E+29,0.371
1.0111E+31,0.211
1.1E+31,0.169
1.0111E+28,0.736
1.1E+31,0.736
1.1011E+31,0.736
1.001E+31,0.546
1.10101E+31,3.402
1.1011E+31,0.475
1.011E+31,1.287
1.10101E+31,0.569
1.0111E+29,5.174
1.10101E+31,10.516
1.01011E+31,6.184
1.0111E+31,0.068
1.101E+29,0.339
1.1E+31,0.339
1.101E+30,0.339
1.00101E+28,2.908
1.01E+30,18.431
1.1E+31,0.353
1.01E+31,3.706
1.1E+31,0.83
1.0111E+29,0.406
1E+31,6.367
1.0111E+31,92.798
1E+31,0.417
1.01001E+31,1.085
1E+31,6.315
1E+31,0.246
1E+31,2.73
1E+31,0.3
1.01101E+26,6.654
1.01111E+30,6.654
1.1011E+31,6.433
1.01111E+30,5.574
1.0001E+30,0.437
1.1E+31,0.249
1.01101E+30,5.291
1.01111E+31,2.144
1.0111E+30,0.226
1.0111E+29,13.335
1.0011E+31,16.218
1.1E+31,16.218
1.01111E+30,6.686
1.1011E+31,0.221
1.0111E+29,76.219
1.1E+31,4.258
1E+31,6.543
1.0011E+30,31.143
1.0111E+29,31.143
1.0111E+29,0.737
1E+31,7.282
1.0011E+30,1.712
1.00011E+30,0.062
1.0111E+28,0.019
1E+31,157.217
1.00001E+25,0.997
1.01011E+30,0.997
1.01111E+30,0.192
1.1001E+29,1.267
1.1011E+31,18.129
1.01011E+30,64.47
1.001E+31,1.407
1.0011E+30,2.613
1.00101E+31,2.651
1.1E+31,4.136
1.001E+31,0.544
1.10001E+30,9.524
1.0101E+30,0.96
1.011E+30,1.964
1.1011E+31,11.319
1.1E+31,1.132
1.101E+29,4.202
1.0011E+31,0.227
1.0011E+31,0.388
1.1011E+31,0.388
1.00111E+31,0.449
1.01001E+30,7.867
1.1E+31,15.605
1.01E+30,10.685
1.01E+30,0.105
1.101E+30,0.593
1.0111E+31,0.488
1.1011E+31,9.498
1.01001E+30,6.028
1.01111E+31,0.739
1.0011E+31,0.079
1.10101E+31,1.438
1.10101E+31,2.114
1.011E+30,5.471
1.01001E+30,0.196
1.01101E+30,5.005
1.1E+31,5.005
1.00001E+31,1.21
1.10101E+31,1.21
1.10011E+31,22.661
1.00101E+31,0.301
1.101E+29,0.301
1.1011E+31,0.128
1.1E+31,0.356
1.00111E+31,0.647
1.1E+31,0.567
1.1E+31,0.075
1.1011E+31,7.514
1.011E+31,1.73
1.01E+31,1.73
1.101E+31,1.835
1.0111E+31,20.912
1.10101E+31,1.053
1.1E+31,0.56
1.1011E+31,0.188
1.11111E+28,0.188
1.00011E+29,0.504
1.1011E+31,5.084
1.01001E+30,0.574
1.10101E+31,2.384
1.1011E+31,2.384
1.0111E+30,0.955
1.01E+26,1.152
1.1E+31,3.964
1.10101E+31,10.431
1.1E+31,0.473
1.00101E+31,7.898
1.0011E+31,8.422
1.101E+30,0.191
1.10101E+31,0.191
1.1E+31,0.284
1E+30,1.517
1.01001E+26,1.517
1.0111E+31,0.42
1.1E+31,0.067
1.01E+30,0.709
1.1101E+30,0.953
1.1011E+31,0.944
1.1E+31,8.279
1.0001E+31,162.478
1.101E+30,0.146
1.10101E+31,0.451
1.1011E+31,2.172
1.01E+31,1.219
1.01101E+30,0.708
1.011E+31,1.439
1.1011E+31,0.527
1.01E+31,89.523
1.01E+30,7.337
1.1E+31,1.738
1.01011E+30,0.231
1.10101E+31,0.231
1.00011E+29,2.226
1.1E+31,0.231
1.0001E+31,9.156
1.1011E+31,12.17
1.0111E+26,14.073
1.1E+31,10.874
1.0111E+29,1.636
1.101E+30,0.713
1.00101E+31,0.753
1.1E+31,0.753
1.0101E+30,3.377
1.1011E+31,10.372
1.00011E+29,3.567
1.10111E+25,0.356
1.01001E+30,0.89
1.00111E+31,2.264
1.1E+31,0.031
1.1011E+31,3.103
1.01111E+31,3.103
1.01E+31,0.569
1.01001E+30,2.329
1.1011E+31,5.444
1.00101E+31,0.315
1.01011E+30,8.27
1E+31,1.617
1.01101E+29,0.616
1.1011E+29,0.857
1.0111E+31,0.792
1.101E+29,4.724
1E+31,0.079
1.00011E+29,2.998
1.1011E+31,1.073
1E+31,0.188
1.01001E+31,1.595
1.0111E+31,13.091
1.1E+31,13.091
1.0011E+30,13.091
1.10101E+31,13.091
1.1E+31,0.109
1.1E+31,0.109
1.0101E+30,0.779
1.10011E+29,0.115
1.1011E+31,0.115
1.00001E+25,1.073
1.1E+31,1.073
1.0111E+30,1.073
1.1E+31,1.401
1.0111E+31,5.011
1.10011E+29,0.364
1.1111E+29,0.792
1.1E+31,0.285
1.01111E+30,3.01
1.10101E+27,3.01
1.0011E+30,0.036
1.1E+31,0.036
1.01E+30,1.277
1.101E+30,1.411
1.0111E+29,5.49
1.1E+31,3.663
1.00111E+31,1.542
1.1E+31,81.811
1.10101E+31,0.873
1.1E+31,6.633
1.1E+31,19.491
1.10101E+31,0.893
1.011E+31,1.845
1.01011E+30,0.431
1.10101E+31,2.08
1.1E+31,2.08
1.10011E+29,1.622
1.10101E+31,1.129
1.10101E+31,1.581
1.10101E+31,1.375
1.10101E+31,5.572
1.1111E+28,5.572
1.10101E+31,2.921
1.01111E+30,2.921
1.10101E+31,16.509
1.10101E+31,1.253
1.1E+31,0.354
1.1E+31,8.62
1.011E+31,121.136
1.10101E+31,7.07
1.10101E+31,0.551
1.00001E+31,3.177
1.10101E+31,161.009
1.10101E+31,4.767
1.10101E+31,0.52
1.011E+26,7.609
1.10101E+31,9.224
1.10101E+31,34.972
1.10101E+31,12.264
1.10101E+31,75.552
1.10101E+31,5.308
1.1011E+30,5.308
1.10101E+31,8.953
1E+31,0.431
1.0011E+31,0.431
1.01E+30,5.442
1.1E+31,0.372
1.1011E+30,0.372
1.10101E+31,3.097
1.10101E+31,11.348
1.10101E+31,12.224
1.0011E+31,1.223
1.1E+31,0.077
1.10101E+31,0.867
1.0111E+31,0.181
1.0111E+30,2.573
1.1011E+31,0.687
1.10101E+31,22.197
1.1E+31,22.197
1.1111E+29,1.083
1.10101E+31,0.607
1E+31,4.338
1.101E+30,0.185
1.1E+31,4.486
1.1E+31,0.053
1.10101E+31,9.214
1.101E+30,0.097
1.1011E+29,20.619
1.1E+31,10.952
1.0001E+31,24.63
1.1011E+31,7.163
1.10101E+31,17.042
1.01E+30,5.988
1.01E+30,9.719
1.10101E+31,7.887
1.0111E+30,25.375
1.1E+31,0.097
1.00001E+31,53.094
1.1E+31,0.832
1.00001E+31,13.108
1.10101E+31,0.408
1.10101E+31,28.955
1.01E+31,28.955
1.1011E+29,0.231
1.01101E+30,1.604
1.10101E+31,1.604
1.01E+30,2.368
1.0111E+31,0.741
1.01101E+30,1.754
1.1111E+29,6.014
1.10011E+31,1.444
1.10101E+31,4.311
1.10101E+31,1.405
1.01111E+31,1.471
1.1011E+30,1.471
1.1E+31,1.471
1.1E+31,1.935
1.01101E+30,14.068
1.1E+31,0.783
1.101E+30,9.648
1.1E+31,1.033
1.011E+31,0.951
1.1E+31,0.188
1.1011E+31,0.5
1.10101E+31,26.294
1.001E+31,1.038
1.1E+31,16.854
1.01001E+31,16.854
1.0011E+30,1.227
1.101E+30,22.789
1.10101E+31,0.821
1.01E+30,0.359
1.00111E+30,9.972
1.10101E+31,14.35
1.1E+31,0.127
1.001E+31,0.829
1.10101E+31,1.572
1.01101E+30,4.901
1.011E+31,0.153
1.0111E+28,0.713
1.1E+31,0.734
1.10101E+31,0.1
1.00101E+29,5.108
1.00001E+31,0.417
1.1E+31,0.589
1.10101E+31,6.208
1.01101E+30,6.208
1.1E+31,4.961
1.1E+31,0.173
1.00011E+31,1.272
1.0011E+31,11.793
1.01E+31,11.793
1.0011E+30,0.828
1.01111E+30,0.801
1.1E+31,0.107
1.1E+31,0.721
1.1E+31,3.728
1.01E+31,3.728
1.101E+29,1.993
1.01E+30,5.937
1.10101E+31,5.881
1.01E+30,5.881
1.10101E+31,2.378
1.1E+31,17.875
1E+31,5.37
1E+31,5.686
1.1E+31,4.303
1.10011E+31,8.225
1.1E+31,1.961
1.10101E+31,8.179
1.1E+31,3.321
1.011E+31,0.104
1.01001E+30,0.626
1E+31,35.064
1.0111E+31,2.087
1.1E+31,1.603
1.10011E+29,6.752
1.1011E+31,9.463
1.1E+31,5.378
1E+31,1.488
1.1011E+31,12.886
1.0011E+30,0.222
1.1011E+31,4.272
1.01E+30,4.272
1.1011E+31,4.725
1.1E+31,0.025
1.1011E+31,8.662
1.10101E+31,8.662
1.01001E+30,1.418
1.1E+31,1.418
1.10101E+31,1.418
1.1E+31,0.192
1.01111E+31,0.192
1.001E+31,10.512
1.01E+31,10.512
1.1E+31,10.512
1.1011E+31,3.709
1.1E+31,3.709
1.1E+31,3.709
1.00101E+29,2.308
1.101E+30,2.308
1.00111E+31,0.171
1.0011E+30,1.359
1.011E+30,1.359
